"timepoints","Strain_Type","Value","Plate","Position","Name","Description","Species","y","Treatment","Highest_Value"
0,"X307",0.0587,"plate 1","G10","F3M07","Alteromonadales",NA,0.0591,"no N control + C",0.0591
0,"X309",0.0691,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0624,"no N control + C",0.0691
0,"X311",0.0618,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.0598,"no N control + C",0.0618
0,"X337",0.0645,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0592,"no N control + C",0.0645
0,"X339",0.0631,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0613,"no N control + C",0.0631
0,"X341",0.0682,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0641,"no N control + C",0.0682
0,"X343",0.0633,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0634,"no N control + C",0.0634
0,"X345",0.0647,"plate 1","H5","G3M07","Alteromonadales",NA,0.0692,"no N control + C",0.0692
0,"X347",0.058,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0706,"no N control + C",0.0706
0,"X349",0.0634,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.0651,"no N control + C",0.0651
0,"X351",0.061,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0643,"no N control + C",0.0643
0,"X353",0.0621,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0633,"no N control + C",0.0633
0,"X355",0.071,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.0719,"no N control + C",0.0719
0,"X359",0.0607,"plate 1","H12","I2M19","Flavobacteriales",NA,0.0635,"no N control + C",0.0635
3.29638888888889,"X1",0.0624,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0662,"no N control + C",0.0662
3.29638888888889,"X3",0.069,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.0668,"no N control + C",0.069
3.29638888888889,"X5",0.0832,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.0631,"no N control + C",0.0832
3.29638888888889,"X7",0.0724,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0618,"no N control + C",0.0724
3.29638888888889,"X9",0.0685,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.0614,"no N control + C",0.0685
3.29638888888889,"X11",0.0655,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0617,"no N control + C",0.0655
3.29638888888889,"X13",0.072,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.0609,"no N control + C",0.072
3.29638888888889,"X15",0.0659,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0604,"no N control + C",0.0659
3.29638888888889,"X17",0.0661,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0594,"no N control + C",0.0661
3.29638888888889,"X19",0.0745,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.0731,"no N control + C",0.0745
3.29638888888889,"X21",0.0765,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.0629,"no N control + C",0.0765
3.29638888888889,"X23",0.0683,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.0635,"no N control + C",0.0683
3.29638888888889,"X49",0.0608,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0711,"no N control + C",0.0711
3.29638888888889,"X51",0.0618,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.0625,"no N control + C",0.0625
3.29638888888889,"X53",0.0644,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.06,"no N control + C",0.0644
3.29638888888889,"X55",0.0632,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0612,"no N control + C",0.0632
3.29638888888889,"X57",0.066,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.0646,"no N control + C",0.066
3.29638888888889,"X59",0.0636,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0627,"no N control + C",0.0636
3.29638888888889,"X61",0.063,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0774,"no N control + C",0.0774
3.29638888888889,"X63",0.0673,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0673,"no N control + C",0.0673
3.29638888888889,"X65",0.064,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0634,"no N control + C",0.064
3.29638888888889,"X67",0.0621,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.0648,"no N control + C",0.0648
3.29638888888889,"X69",0.0602,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0636,"no N control + C",0.0636
3.29638888888889,"X71",0.0626,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.0658,"no N control + C",0.0658
3.29638888888889,"X97",0.0649,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.0647,"no N control + C",0.0649
3.29638888888889,"X99",0.062,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0671,"no N control + C",0.0671
3.29638888888889,"X101",0.0604,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0647,"no N control + C",0.0647
3.29638888888889,"X103",0.064,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.0649,"no N control + C",0.0649
3.29638888888889,"X105",0.0628,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0615,"no N control + C",0.0628
3.29638888888889,"X107",0.0653,"plate 1","C6","B1R08","Pseudomonadales",NA,0.0646,"no N control + C",0.0653
3.29638888888889,"X109",0.0653,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0625,"no N control + C",0.0653
3.29638888888889,"X111",0.0626,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0613,"no N control + C",0.0626
3.29638888888889,"X113",0.0673,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.0689,"no N control + C",0.0689
3.29638888888889,"X115",0.0607,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0662,"no N control + C",0.0662
3.29638888888889,"X117",0.0622,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.0632,"no N control + C",0.0632
3.29638888888889,"X119",0.0597,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0595,"no N control + C",0.0597
3.29638888888889,"X145",0.0636,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0634,"no N control + C",0.0636
3.29638888888889,"X147",0.0626,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0597,"no N control + C",0.0626
3.29638888888889,"X149",0.0613,"plate 1","D3","B3R02","Alteromonadales",NA,0.0646,"no N control + C",0.0646
3.29638888888889,"X151",0.0646,"plate 1","D4","C2M01","Vibrionales",NA,0.0631,"no N control + C",0.0646
3.29638888888889,"X153",0.061,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0628,"no N control + C",0.0628
3.29638888888889,"X155",0.0768,"plate 1","D6","C2R09","Rhodobacterales",NA,0.0749,"no N control + C",0.0768
3.29638888888889,"X157",0.0623,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.2201,"no N control + C",0.0623
3.29638888888889,"X159",0.0627,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.0639,"no N control + C",0.0639
3.29638888888889,"X161",0.0616,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0619,"no N control + C",0.0619
3.29638888888889,"X163",0.0633,"plate 1","D10","C3M06","Rhodobacterales",NA,0.063,"no N control + C",0.0633
3.29638888888889,"X165",0.0641,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0611,"no N control + C",0.0641
3.29638888888889,"X167",0.066,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0608,"no N control + C",0.066
3.29638888888889,"X193",0.064,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0634,"no N control + C",0.064
3.29638888888889,"X197",0.0633,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.0639,"no N control + C",0.0639
3.29638888888889,"X201",0.0632,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.062,"no N control + C",0.0632
3.29638888888889,"X203",0.063,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0602,"no N control + C",0.063
3.29638888888889,"X205",0.0658,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0645,"no N control + C",0.0645
3.29638888888889,"X207",0.0601,"plate 1","E8","D2R05","Alteromonadales",NA,0.0636,"no N control + C",0.0636
3.29638888888889,"X209",0.082,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.083,"no N control + C",0.083
3.29638888888889,"X211",0.0605,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.0597,"no N control + C",0.0605
3.29638888888889,"X213",0.0614,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0602,"no N control + C",0.0614
3.29638888888889,"X215",0.0688,"plate 1","E12","AS88","Alteromonadales",NA,0.0681,"no N control + C",0.0688
3.29638888888889,"X241",0.0621,"plate 1","F1","D3R04","Alteromonadales","Shewanella sp002873135",0.0616,"no N control + C",0.0621
3.29638888888889,"X243",0.0651,"plate 1","F2","AS94","Flavobacteriales",NA,0.0606,"no N control + C",0.0651
3.29638888888889,"X245",0.0639,"plate 1","F3","D3R19","Flavobacteriales",NA,0.0586,"no N control + C",0.0639
3.29638888888889,"X249",0.0633,"plate 1","F5","E2M18","Vibrionales",NA,0.0589,"no N control + C",0.0633
3.29638888888889,"X251",0.0646,"plate 1","F6","E2R12","Alteromonadales","Paraglaciecola chathamensis",0.0603,"no N control + C",0.0646
3.29638888888889,"X253",0.0618,"plate 1","F7","12B01","Vibrionales","Vibrio splendidus",0.0617,"no N control + C",0.0618
3.29638888888889,"X255",0.0783,"plate 1","F8","E3M02","Rhodobacterales",NA,0.0763,"no N control + C",0.0783
3.29638888888889,"X257",0.0621,"plate 1","F9","YB2","Vibrionales","Vibrio coralliilyticus",0.0596,"no N control + C",0.0621
3.29638888888889,"X259",0.0624,"plate 1","F10","E3M18","Flavobacteriales",NA,0.0615,"no N control + C",0.0624
3.29638888888889,"X263",0.0646,"plate 1","F12","AS40","Flavobacteriales","Algibacter lectus",0.0677,"no N control + C",0.0677
3.29638888888889,"X289",0.0655,"plate 1","G1","B2R14_2","Flavobacteriales",NA,0.0618,"no N control + C",0.0655
3.29638888888889,"X291",0.0597,"plate 1","G2","F1R01","Alteromonadales","Shewanella sp002873615",0.0605,"no N control + C",0.0605
3.29638888888889,"X293",0.0611,"plate 1","G3","F1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0593,"no N control + C",0.0611
3.29638888888889,"X295",0.0635,"plate 1","G4","F2M12","Alteromonadales","Alteromonas stellipolaris",0.0583,"no N control + C",0.0635
3.29638888888889,"X297",0.0626,"plate 1","G5","F2R02","Vibrionales","Vibrio splendidus",0.0609,"no N control + C",0.0626
3.29638888888889,"X299",0.0612,"plate 1","G6","F2R05","Vibrionales","Vibrio splendidus",0.0584,"no N control + C",0.0612
3.29638888888889,"X301",0.0623,"plate 1","G7","F2R13","Rhodobacterales","Shimia thalassica",0.0622,"no N control + C",0.0623
3.29638888888889,"X303",0.0641,"plate 1","G8","F3M04","Flavobacteriales","Zobellia uliginosa",0.0626,"no N control + C",0.0641
3.29638888888889,"X305",0.0634,"plate 1","G9","F3M06","Alteromonadales","Alteromonas stellipolaris",0.0644,"no N control + C",0.0644
3.29638888888889,"X307",0.0615,"plate 1","G10","F3M07","Alteromonadales",NA,0.0581,"no N control + C",0.0615
3.29638888888889,"X309",0.0613,"plate 1","G11","F3M13","Alteromonadales","Alteromonas stellipolaris",0.0617,"no N control + C",0.0617
3.29638888888889,"X311",0.0625,"plate 1","G12","G1M15","Vibrionales","Photobacterium sanguinicancri",0.061,"no N control + C",0.0625
3.29638888888889,"X337",0.0609,"plate 1","H1","1A01_rep","Vibrionales","Vibrio lentus/splendidus",0.0791,"no N control + C",0.0791
3.29638888888889,"X339",0.0645,"plate 1","H2","G2R05","Flavobacteriales","Cellulophaga sp002813425",0.0641,"no N control + C",0.0645
3.29638888888889,"X341",0.0648,"plate 1","H3","G2R07","Flavobacteriales","Cellulophaga sp002813425",0.0642,"no N control + C",0.0648
3.29638888888889,"X343",0.0636,"plate 1","H4","G2R13","Rhodobacterales","Shimia thalassica",0.0691,"no N control + C",0.0691
3.29638888888889,"X345",0.0609,"plate 1","H5","G3M07","Alteromonadales",NA,0.0664,"no N control + C",0.0664
3.29638888888889,"X347",0.0626,"plate 1","H6","G3M13","Alteromonadales","Alteromonas_B sp002729795",0.0693,"no N control + C",0.0693
3.29638888888889,"X349",0.0626,"plate 1","H7","I1M15","Pseudomonadales","Neptunomonas phycophila",0.0701,"no N control + C",0.0701
3.29638888888889,"X351",0.0603,"plate 1","H8","I1R14","Alteromonadales","Pseudoalteromonas carrageenovora",0.0704,"no N control + C",0.0704
3.29638888888889,"X353",0.0612,"plate 1","H9","I2M14","Pseudomonadales",NA,0.0717,"no N control + C",0.0717
3.29638888888889,"X355",0.0663,"plate 1","H10","I2M16","Pseudomonadales","Neptunomonas phycophila",0.0696,"no N control + C",0.0696
3.29638888888889,"X359",0.068,"plate 1","H12","I2M19","Flavobacteriales",NA,0.0577,"no N control + C",0.068
21.9213888888889,"X1",0.0803,"plate 1","A1","1A01","Vibrionales","Vibrio lentus/splendidus",0.0738,"no N control + C",0.0803
21.9213888888889,"X3",0.0871,"plate 1","A2","3B05","Pseudomonadales","Neptunomonas phycophila",0.0757,"no N control + C",0.0871
21.9213888888889,"X5",0.1117,"plate 1","A3","3C02","Vibrionales","Vibrio splendidus",0.064,"no N control + C",0.1117
21.9213888888889,"X7",0.0839,"plate 1","A4","3D04","Alteromonadales","Alteromonas stellipolaris",0.0728,"no N control + C",0.0839
21.9213888888889,"X9",0.0763,"plate 1","A5","4B03","Alteromonadales","Alteromonas sp000597705",0.0641,"no N control + C",0.0763
21.9213888888889,"X11",0.0819,"plate 1","A6","4B04","Vibrionales","Vibrio splendidus",0.0697,"no N control + C",0.0819
21.9213888888889,"X13",0.0845,"plate 1","A7","4D01","Alteromonadales","Pseudoalteromonas marina",0.0602,"no N control + C",0.0845
21.9213888888889,"X15",0.0671,"plate 1","A8","4G03","Flavobacteriales","Tenacibaculum discolor",0.0583,"no N control + C",0.0671
21.9213888888889,"X17",0.0732,"plate 1","A9","4G09","Alteromonadales","Pseudoalteromonas marina",0.0642,"no N control + C",0.0732
21.9213888888889,"X19",0.0904,"plate 1","A10","5F06","Flavobacteriales","Maribacter dokdonensis",0.0737,"no N control + C",0.0904
21.9213888888889,"X21",0.0818,"plate 1","A11","5G01","Pseudomonadales","Neptunomonas phycophila",0.0661,"no N control + C",0.0818
21.9213888888889,"X23",0.0782,"plate 1","A12","6B07","Flavobacteriales","Maribacter dokdonensis",0.068,"no N control + C",0.0782
21.9213888888889,"X49",0.0747,"plate 1","B1","6C01","Alteromonadales","Alteromonas stellipolaris",0.0835,"no N control + C",0.0835
21.9213888888889,"X51",0.0693,"plate 1","B2","6D03","Vibrionales","Vibrio penaeicida",0.0651,"no N control + C",0.0693
21.9213888888889,"X53",0.0747,"plate 1","B3","6E01","Vibrionales","Vibrio penaeicida",0.0633,"no N control + C",0.0747
21.9213888888889,"X55",0.07,"plate 1","B4","6E02","Vibrionales","Vibrio splendidus",0.0625,"no N control + C",0.07
21.9213888888889,"X57",0.0698,"plate 1","B5","6E03","Vibrionales","Vibrio splendidus",0.07,"no N control + C",0.07
21.9213888888889,"X59",0.0686,"plate 1","B6","B3R02_2","Alteromonadales",NA,0.0675,"no N control + C",0.0686
21.9213888888889,"X61",0.0816,"plate 1","B7","A1M10","Flavobacteriales","Cellulophaga lytica",0.0764,"no N control + C",0.0816
21.9213888888889,"X63",0.0711,"plate 1","B8","A1R05","Alteromonadales","Paraglaciecola chathamensis",0.0726,"no N control + C",0.0726
21.9213888888889,"X65",0.0693,"plate 1","B9","A1R06","Alteromonadales","Pseudoalteromonas carrageenovora",0.0694,"no N control + C",0.0694
21.9213888888889,"X67",0.0644,"plate 1","B10","A1R11","Alteromonadales","Pseudoalteromonas carrageenovora",0.0691,"no N control + C",0.0691
21.9213888888889,"X69",0.06,"plate 1","B11","A2M07","Flavobacteriales",NA,0.0647,"no N control + C",0.0647
21.9213888888889,"X71",0.0747,"plate 1","B12","A2R01","Pseudomonadales","Cobetia amphilecti",0.0726,"no N control + C",0.0747
21.9213888888889,"X97",0.0787,"plate 1","C1","A2R16","Pseudomonadales","Neptunomonas phycophila",0.0773,"no N control + C",0.0787
21.9213888888889,"X99",0.0624,"plate 1","C2","A2R20","Pseudomonadales",NA,0.0659,"no N control + C",0.0659
21.9213888888889,"X101",0.0615,"plate 1","C3","A3M03","Flavobacteriales","Zobellia galactanivorans",0.0656,"no N control + C",0.0656
21.9213888888889,"X103",0.0664,"plate 1","C4","A3R06","Rhodobacterales","Epibacterium mobile",0.066,"no N control + C",0.0664
21.9213888888889,"X105",0.0646,"plate 1","C5","B1M15","Flavobacteriales","Cobetia amphilecti",0.0613,"no N control + C",0.0646
21.9213888888889,"X107",0.0713,"plate 1","C6","B1R08","Pseudomonadales",NA,0.0781,"no N control + C",0.0781
21.9213888888889,"X109",0.0674,"plate 1","C7","B1R10","Alteromonadales","Cobetia marina",0.0657,"no N control + C",0.0674
21.9213888888889,"X111",0.0744,"plate 1","C8","B1R15","Alteromonadales","Shewanella sp002873615",0.0677,"no N control + C",0.0744
21.9213888888889,"X113",0.071,"plate 1","C9","B2M13","Pseudomonadales","Shewanella sp002873615",0.0724,"no N control + C",0.0724
21.9213888888889,"X115",0.0645,"plate 1","C10","A3R12","Alteromonadales","Paraglaciecola chathamensis",0.0701,"no N control + C",0.0701
21.9213888888889,"X117",0.0641,"plate 1","C11","B2R09","Rhodobacterales","Roseovarius nubinhibens",0.0675,"no N control + C",0.0675
21.9213888888889,"X119",0.0635,"plate 1","C12","B3M03","Rhodobacterales",NA,0.0689,"no N control + C",0.0689
21.9213888888889,"X145",0.0665,"plate 1","D1","B3M08","Rhodobacterales",NA,0.0911,"no N control + C",0.0911
21.9213888888889,"X147",0.0729,"plate 1","D2","G2R10","Vibrionales","Vibrio splendidus",0.0683,"no N control + C",0.0729
21.9213888888889,"X149",0.0645,"plate 1","D3","B3R02","Alteromonadales",NA,0.0661,"no N control + C",0.0661
21.9213888888889,"X151",0.0678,"plate 1","D4","C2M01","Vibrionales",NA,0.0715,"no N control + C",0.0715
21.9213888888889,"X153",0.0634,"plate 1","D5","C2M04","Alteromonadales","Agarivorans sp005405585",0.0637,"no N control + C",0.0637
21.9213888888889,"X155",0.0782,"plate 1","D6","C2R09","Rhodobacterales",NA,0.0782,"no N control + C",0.0782
21.9213888888889,"X157",0.0621,"plate 1","D7","C2R11","Alteromonadales","Shewanella sp002873135",0.1211,"no N control + C",0.0621
21.9213888888889,"X159",0.0673,"plate 1","D8","C2R13","Pseudomonadales","Cobetia amphilecti",0.0714,"no N control + C",0.0714
21.9213888888889,"X161",0.0672,"plate 1","D9","C2R21","Alteromonadales","Pseudoalteromonas carrageenovora",0.0638,"no N control + C",0.0672
21.9213888888889,"X163",0.087,"plate 1","D10","C3M06","Rhodobacterales",NA,0.0665,"no N control + C",0.087
21.9213888888889,"X165",0.0663,"plate 1","D11","C3M08","Alteromonadales","Pseudoalteromonas carrageenovora",0.0616,"no N control + C",0.0663
21.9213888888889,"X167",0.0682,"plate 1","D12","C3M10","Alteromonadales","Pseudoalteromonas carrageenovora",0.0643,"no N control + C",0.0682
21.9213888888889,"X193",0.0638,"plate 1","E1","C3M11","Flavobacteriales",NA,0.0653,"no N control + C",0.0653
21.9213888888889,"X197",0.0722,"plate 1","E3","B3M02","Alteromonadales","Psychromonas sp003318165",0.0707,"no N control + C",0.0722
21.9213888888889,"X201",0.0634,"plate 1","E5","C3R12","Vibrionales","Vibrio sp000272145",0.0623,"no N control + C",0.0634
21.9213888888889,"X203",0.0631,"plate 1","E6","C3R14","Alteromonadales","Shewanella sp002873135",0.0632,"no N control + C",0.0632
21.9213888888889,"X205",0.0701,"plate 1","E7","D2M19","Pseudomonadales",NA,0.0671,"no N control + C",0.0671
21.9213888888889,"X207",0.06,"plate 1","E8","D2R05","Alteromonadales",NA,0.0661,"no N control + C",0.0661
21.9213888888889,"X209",0.0861,"plate 1","E9","C2R07_2","Rhodobacterales",NA,0.1147,"no N control + C",0.1147
21.9213888888889,"X211",0.0616,"plate 1","E10","D3M06","Pseudomonadales","Acinetobacter guillouiae",0.063,"no N control + C",0.063
21.9213888888889,"X213",0.0622,"plate 1","E11","D3M17","Flavobacteriales","Arenibacter palladensis",0.0614,"no N control + C",0.0622
21.9213888888889,"X215",0.0677,"plate 1","E12","AS88","Alteromonadales",NA,0.0751,"no N control + C",0.0751
